timestamp,noise_voltage,noise_freq_offset,noise_timing_offset,ber
2026-05-27 20:44:30.598,0.0,0.05,1,0.97996718
2026-05-27 20:45:17.376,0,0.008,1,0.00000000
2026-05-27 20:45:18.177,0,0.008,1,0.00000000
2026-05-27 20:45:18.982,0,0.008,1,0.00000000
2026-05-27 20:45:19.782,0,0.008,1,0.00000000
2026-05-27 20:45:20.583,0,0.008,1,0.00000000
2026-05-27 20:45:21.384,0,0.008,1,0.00000000
2026-05-27 20:45:22.188,0,0.009000000000000001,1,0.00000000
2026-05-27 20:45:22.989,0,0.010000000000000002,1,0.00000000
2026-05-27 20:45:23.793,0,0.010000000000000002,1,0.00000000
2026-05-27 20:45:24.594,0,0.010000000000000002,1,0.00000000
2026-05-27 20:45:25.395,0,0.019,1,0.00000000
2026-05-27 20:45:26.195,0,0.019,1,0.00000000
2026-05-27 20:45:26.996,0,0.019,1,0.00000000
2026-05-27 20:45:27.798,0,0.029,1,0.00000000
2026-05-27 20:45:28.599,0,0.029,1,0.00000000
2026-05-27 20:45:29.399,0,0.029,1,0.00000000
2026-05-27 20:45:30.199,0,0.029,1,0.00000000
2026-05-27 20:45:31.002,0,0.038,1,0.00000000
2026-05-27 20:45:31.802,0,0.038,1,0.00000000
2026-05-27 20:45:32.607,0,0.038,1,0.00000000
2026-05-27 20:45:33.407,0,0.049,1,0.00000000
2026-05-27 20:45:34.208,0,0.049,1,0.00000000
2026-05-27 20:45:35.009,0,0.049,1,0.00000000
2026-05-27 20:45:35.815,0,0.049,1,0.00000000
2026-05-27 20:45:36.616,0,0.054,1,0.00000000
2026-05-27 20:45:37.419,0,0.054,1,0.00000000
2026-05-27 20:45:38.225,0,0.054,1,0.00000000
2026-05-27 20:45:39.028,0,0.066,1,0.00000000
2026-05-27 20:45:39.828,0,0.066,1,0.00000000
2026-05-27 20:45:40.631,0,0.066,1,0.00000000
2026-05-27 20:45:41.431,0,0.092,1,0.00000000
2026-05-27 20:45:42.232,0,0.092,1,0.00000000
2026-05-27 20:45:43.036,0,0.092,1,0.00000000
2026-05-27 20:45:43.839,0,0.092,1,0.00000000
2026-05-27 20:45:44.639,0,0.113,1,0.00000000
2026-05-27 20:45:45.440,0,0.113,1,0.00000000
2026-05-27 20:45:46.240,0,0.063,1,0.00000000
2026-05-27 20:45:47.043,0,0.063,1,0.00000000
2026-05-27 20:45:47.843,0,0.05,1,0.00000000
2026-05-27 20:45:48.644,0,0.044,1,0.00000000
2026-05-27 20:45:49.449,0,0.023,1,0.00000000
2026-05-27 20:45:50.251,0,0.023,1,0.00000000
2026-05-27 20:45:51.051,0,0.023,1,0.00000000
2026-05-30 15:29:33.049,0,0,1,0.00000000
2026-05-30 15:29:33.850,0,0,1,0.00000000
2026-05-30 15:29:34.659,0,0,1,0.00000000
2026-05-30 15:29:35.460,0,0,1,0.00000000
2026-05-30 15:29:36.260,0.5,0,1,0.00502874
2026-05-30 15:29:37.061,0.5,0,1,0.00711482
2026-05-30 15:29:37.862,0.5,0,1,0.00633528
2026-06-20 15:31:33.431,0,0,1,0.00000000
2026-06-20 15:31:34.234,0,0,1,0.00000000
2026-06-20 15:31:35.035,0.1,0,1,0.00000000
2026-06-20 15:31:35.836,0.1,0,1,0.00000000
2026-06-20 15:31:36.636,0.1,0,1,0.00000000
2026-06-20 15:31:37.438,0.2,0,1,0.00000000
2026-06-20 15:31:38.238,0.2,0,1,0.00000000
2026-06-20 15:31:39.039,0.0,0,1,0.00000000
2026-06-20 15:31:39.849,0.0,0,1,0.00000000
2026-06-20 15:31:40.650,0.0,0,1,0.00000000
2026-06-20 15:31:41.456,0.0,0,1,0.00000000
2026-06-20 15:31:42.256,0.0,0,1,0.00000000
2026-06-20 15:31:43.057,0.0,0.001,1,0.00000000
2026-06-20 15:31:43.860,0.0,0.003,1,0.00000000
2026-06-20 15:31:44.661,0.0,0.008,1,0.00000000
2026-06-20 15:31:45.463,0.0,0.010000000000000002,1,0.00000000
2026-06-20 15:31:46.263,0.0,0.010000000000000002,1,0.00000000
2026-06-20 15:31:47.065,0.0,0.010000000000000002,1,0.00000000
2026-06-20 15:31:47.868,0.0,0.010000000000000002,1,0.00000000
2026-06-20 15:31:48.668,0.0,0.010000000000000002,1,0.00000000
2026-06-20 15:32:33.256,0,0,1,0.00000000
2026-06-20 15:32:34.059,0,0,1,0.00000000
2026-06-20 15:32:34.862,0,0.05,1,0.50000000
2026-06-20 15:32:35.662,0,0.05,1,0.50024521
2026-06-20 15:32:36.463,0,0.05,1,0.50024527
2026-06-20 15:32:37.263,0,0.05,1,0.50024533
2026-06-20 15:32:38.064,0,0.05,1,0.50024533
2026-06-20 15:32:38.864,0,0.05,1,0.50024533
2026-06-20 15:32:39.664,0,0.05,1,0.50024533
2026-06-20 15:32:40.464,0,0.05,1,0.50024527
2026-06-20 15:32:41.266,0,0.0,1,0.69455349
2026-06-20 15:32:42.067,0,0.0,1,0.69492149
2026-06-20 15:32:42.870,0,0.0,1,0.00000000
2026-06-20 15:32:43.672,0,0.05,1,0.50024521
2026-06-20 15:32:44.472,0,0.05,1,0.50099701
2026-06-20 15:32:45.273,0,0.05,1,0.50000000
2026-06-20 15:32:46.075,0,0.05,1,0.50000000
2026-06-20 15:32:46.876,0,0.1,1,0.50000000
2026-06-20 15:32:47.677,0,0.1,1,0.50000000
2026-06-20 15:32:48.479,0,0.0,1,0.50000000
2026-06-20 15:32:49.280,0,0.0,1,0.00000000
2026-06-20 15:32:50.081,0,0.0,1,0.00000000
2026-06-20 15:33:21.341,0,0.01,1,0.00000000
2026-06-20 15:33:22.144,0,0.01,1,0.00000000
2026-06-20 15:33:22.947,0,0.01,1,0.00000000
2026-06-20 15:33:23.753,0,0.01,1,0.00000000
2026-06-20 15:33:24.557,0,0.02,1,0.00000000
2026-06-20 15:33:25.361,0,0.02,1,0.00000000
2026-06-20 15:33:26.161,0,0.02,1,0.00000000
2026-06-20 15:33:26.965,0,0.02,1,0.00000000
2026-06-20 15:33:27.766,0,0.03,1,0.02355250
2026-06-20 15:33:28.568,0,0.03,1,0.01711379
2026-06-20 15:33:29.368,0,0.03,1,0.01678184
2026-06-20 15:33:30.173,0,0.03,1,0.01989195
2026-06-20 15:33:30.973,0,0.03,1,0.01440430
2026-06-20 15:33:31.777,0,0.03,1,0.01485149
2026-06-20 15:33:32.580,0,0.03,1,0.01743391
2026-06-20 15:33:33.381,0,0.04,1,0.00284900
2026-06-20 15:33:34.181,0,0.04,1,0.00368369
2026-06-20 15:33:34.985,0,0.04,1,0.00294985
2026-06-20 15:33:35.793,0,0.04,1,0.00223658
2026-06-20 15:33:36.595,0,0.04,1,0.00357802
2026-06-20 15:33:37.396,0,0.04,1,0.00434783
2026-06-20 15:33:38.198,0,0.05,1,0.14465176
2026-06-20 15:33:38.998,0,0.05,1,0.25336891
2026-06-20 15:33:39.800,0,0.05,1,0.25644088
2026-06-20 15:33:40.601,0,0.05,1,0.25644085
2026-06-20 15:33:41.401,0,0.05,1,0.25644085
2026-06-20 15:33:42.203,0,0.060000000000000005,1,0.25644085
2026-06-20 15:33:43.003,0,0.060000000000000005,1,0.25644085
2026-06-20 15:33:43.804,0,0.060000000000000005,1,0.25644085
2026-06-20 15:33:44.605,0,0.060000000000000005,1,0.25644085
2026-06-20 15:33:45.408,0,0.060000000000000005,1,0.25644085
2026-06-20 15:33:46.210,0,0.060000000000000005,1,0.25644085
2026-06-20 15:33:47.012,0,0.07,1,0.25644088
2026-06-20 15:33:47.816,0,0.07,1,0.25644085
2026-06-20 15:33:48.614,0,0.07,1,0.25644085
2026-06-20 15:33:49.415,0,0.07,1,0.25644085
2026-06-20 15:54:15.619,0,0,1,0.00000000
2026-06-20 15:54:16.422,0,0,1,0.00000000
2026-06-20 15:54:17.222,0,0,1,0.00000000
2026-06-20 15:54:18.022,0,0,1,0.00000000
2026-06-20 15:54:18.823,0,0,1,0.00000000
2026-06-20 15:54:19.623,0,0,1,0.00000000
2026-06-20 15:54:20.428,0,0,1,0.00000000
2026-06-20 15:54:21.229,0,0,1,0.00000000
2026-06-20 15:54:22.030,0,0,1,0.00000000
2026-06-20 15:54:22.841,0,0,1,0.00000000
2026-06-20 15:54:23.642,0,0,1,0.00000000
2026-06-20 15:54:24.444,0,0,1,0.00000000
2026-06-20 15:54:25.248,0,0,1,0.00000000
2026-06-20 15:54:26.050,0,0,1,0.00000000
2026-06-20 15:54:26.864,0.4,0,1,0.00000000
2026-06-20 15:54:27.663,0.0,0,1,0.00000000
2026-06-20 15:54:28.466,0.0,0,1,0.00000000
2026-06-20 15:54:29.269,0.0,0,1,0.00000000
2026-06-20 15:54:30.070,0.0,0,1,0.00000000
2026-06-20 15:54:30.880,0.0,0,1,0.00000000
2026-06-20 15:54:31.681,0.0,0,1,0.00000000
2026-06-20 15:54:32.481,0.0,0,1,0.00000000
2026-06-20 15:54:33.283,0.0,0,1,0.00000000
2026-06-20 15:54:34.084,0.0,0,1,0.00000000
2026-06-20 15:54:34.889,0.0,0,1,0.00000000
2026-06-20 15:54:35.690,0.0,0,1,0.00000000
2026-06-20 15:54:36.491,0.0,0,1,0.00000000
2026-06-20 15:54:37.291,0.0,0,1,0.00000000
2026-06-20 15:54:38.108,0.0,0,1,0.00000000
2026-06-20 15:54:38.912,0.0,0,1,0.00000000
2026-06-20 15:54:39.712,0.0,0.02,1,0.00000000
2026-06-20 15:54:40.516,0.0,0.02,1,0.48793542
2026-06-20 15:54:41.319,0.0,0.02,1,0.48654515
2026-06-20 15:54:42.122,0.0,0.01,1,0.48797840
2026-06-20 15:54:42.922,0.0,0.01,1,0.48797843
2026-06-20 15:54:43.724,0.0,0.0,1,0.48797843
2026-06-20 15:54:44.525,0.0,0.0,1,0.48797843
2026-06-20 15:54:45.326,0.0,0.0,1,0.48797840
2026-06-20 15:54:46.130,0.0,0.05,1,0.48797843
2026-06-20 15:54:46.931,0.0,0.19,1,0.48797843
2026-06-20 15:54:47.732,0.0,0.11,1,0.48797843
2026-06-20 15:54:48.546,0.0,0.0,1,0.43995097
2026-06-20 15:54:49.351,0.0,0.0,1,0.44060636
2026-06-20 15:54:50.152,0.0,0.0,1,0.43801844
2026-06-20 15:54:50.956,0.0,0.0,1,0.00000000
2026-06-20 15:54:51.757,0.0,0.0,1,0.00000000
2026-06-20 15:54:52.558,0.0,0.01,1,0.00000000
2026-06-20 15:54:53.358,0.0,0.0,1,0.00000000
2026-06-20 15:54:54.160,0.0,0.0,1,0.00000000
2026-06-20 15:54:54.961,0.0,0.02,1,0.00000000
2026-06-20 15:54:55.761,0.0,0.02,1,0.48895976
2026-06-20 15:54:56.562,0.0,0.0,1,0.48890826
2026-06-20 15:54:57.363,0.0,0.0,1,0.48890826
2026-06-20 15:54:58.163,0.0,0.0,1,0.48890826
2026-06-20 15:54:58.967,0.0,0.0,1,0.48890826
2026-06-20 15:54:59.769,0.0,0.03,1,0.48890826
2026-06-20 15:55:00.570,0.0,0.03,1,0.48890826
2026-06-20 15:55:01.376,0.0,0.03,1,0.48890826
2026-06-20 15:55:30.697,0,0.01,1,0.00000000
2026-06-20 15:55:31.503,0,0.01,1,0.00000000
2026-06-20 15:55:32.308,0,0.01,1,0.00000000
2026-06-20 15:55:33.115,0,0.01,1,0.00000000
2026-06-20 15:55:33.918,0,0.02,1,0.00000000
2026-06-20 15:55:34.729,0,0.02,1,0.00000000
2026-06-20 15:55:35.529,0,0.02,1,0.00000000
2026-06-20 15:55:36.329,0,0.03,1,0.00148810
2026-06-20 15:55:37.129,0,0.03,1,0.01666667
2026-06-20 15:55:37.934,0,0.03,1,0.01422964
2026-06-20 15:55:38.736,0,0.03,1,0.01789264
2026-06-20 15:55:39.536,0,0.02,1,0.00000000
2026-06-20 15:55:40.337,0,0.01,1,0.00000000
2026-06-20 15:55:41.137,0,0.01,1,0.00000000
2026-06-20 15:55:41.938,0,0.0,1,0.00000000
2026-06-20 15:55:42.744,0,0.02,1,0.25136000
2026-06-20 15:55:43.550,0,0.02,1,0.25136000
2026-06-20 15:55:44.353,0,0.01,1,0.25136000
2026-06-20 15:55:45.156,0,0.01,1,0.25136000
2026-06-20 15:55:45.959,0,0.0,1,0.25136003
2026-06-20 15:55:46.761,2.0,0.0,1,0.25136003
2026-06-20 15:55:47.563,0.0,0.0,1,0.25136003
2026-06-20 15:55:48.373,0.0,0.0,1,0.00000000
2026-06-20 15:55:49.182,0.0,0.0,1,0.00000000
2026-06-20 15:55:49.982,0.0,0.0,1,0.00000000
2026-06-20 15:55:50.784,0.0,0.0,1,0.00000000
2026-06-20 15:55:51.585,0.0,0.01,1,0.00000000
2026-06-20 15:55:52.385,0.0,0.01,1,0.00000000
2026-06-20 15:55:53.186,0.0,0.02,1,0.00000000
2026-06-20 15:55:53.987,0.0,0.02,1,0.00000000
2026-06-20 15:55:54.792,0.0,0.02,1,0.00000000
2026-06-20 15:55:55.595,0.0,0.02,1,0.00000000
2026-06-20 15:55:56.396,0.0,0.02,1,0.00000000
2026-06-20 15:55:57.199,0.0,0.02,1,0.00000000
2026-06-20 15:55:57.999,0.0,0.02,1,0.00000000
2026-06-20 15:55:58.801,0.0,0.02,1,0.00000000
2026-06-20 15:55:59.602,0.0,0.02,1,0.00000000
2026-06-20 15:56:00.410,0.0,0.02,1,0.00000000
2026-06-20 15:56:01.215,0.0,0.02,1,0.00000000
2026-06-20 15:56:02.017,0.0,0.02,1,0.00000000
2026-06-20 15:56:02.818,0.0,0.02,1,0.00000000
2026-06-20 15:56:03.619,0.0,0.02,1,0.00000000
2026-06-20 15:56:04.420,0.0,0.02,1,0.00000000
2026-06-20 15:56:05.221,0.0,0.02,1,0.00000000
2026-06-20 15:56:06.023,0.0,0.03,1,0.00000000
2026-06-20 15:56:06.823,0.0,0.03,1,0.01384804
2026-06-20 15:56:07.624,0.0,0.03,1,0.01738095
2026-06-20 15:56:08.424,0.0,0.03,1,0.43618798
2026-06-20 15:56:09.224,0.0,0.03,1,0.43056917
2026-06-20 15:56:10.028,0.0,0.03,1,0.01794493
2026-06-20 15:56:10.841,0.0,0.03,1,0.01571856
2026-06-20 15:56:11.643,0.0,0.02,1,0.00000000
2026-06-20 15:56:12.443,0.0,0.02,1,0.00000000
2026-06-20 15:56:13.244,0.0,0.02,1,0.00000000
2026-06-20 15:56:14.047,0.0,0.03,1,0.03043912
2026-06-20 15:56:14.852,0.0,0.03,1,0.01841846
2026-06-20 15:56:15.652,0.0,0.03,1,0.01627734
2026-06-20 15:56:16.459,0.0,0.02,1,0.12500000
2026-06-20 15:56:17.260,0.0,0.02,1,0.12500000
2026-06-20 15:56:18.061,0.0,0.02,1,0.00000000
2026-06-20 15:56:18.861,0.0,0.02,1,0.00000000
2026-06-20 15:56:19.661,0.0,0.02,1,0.00000000
2026-06-20 15:56:20.466,0.0,0.03,1,0.00894608
2026-06-20 15:56:21.269,0.0,0.03,1,0.01766438
2026-06-20 15:56:22.074,0.0,0.03,1,0.01669990
2026-06-20 15:56:22.877,0.0,0.03,1,0.01645692
2026-06-20 15:56:23.678,0.0,0.03,1,0.01343458
2026-06-20 15:56:24.480,0.0,0.03,1,0.01435644
2026-06-20 15:56:25.280,0.0,0.04,1,0.00466143
2026-06-20 15:56:26.082,0.0,0.04,1,0.00241313
2026-06-20 15:56:26.886,0.0,0.04,1,0.00441609
2026-06-20 15:56:27.687,0.0,0.04,1,0.00670308
2026-06-20 15:56:28.492,0.0,0.04,1,0.00262154
2026-06-20 15:56:29.292,0.0,0.04,1,0.00449550
2026-06-20 15:56:30.099,0.0,0.04,1,0.00381316
2026-06-20 15:56:30.900,0.0,0.05,1,0.25485560
2026-06-20 15:56:31.702,0.0,0.05,1,0.36564961
2026-06-20 15:56:32.504,0.0,0.05,1,0.36564961
2026-06-20 15:56:33.306,0.0,0.04,1,0.36564961
2026-06-20 15:56:34.110,0.0,0.04,1,0.36564967
2026-06-20 15:56:34.910,0.0,0.04,1,0.36564961
2026-06-20 15:56:35.711,0.0,0.05,1,0.36564967
2026-06-20 15:56:36.512,0.0,0.05,1,0.36564961
2026-06-20 15:56:37.313,0.0,0.05,1,0.36564967
2026-06-20 15:56:38.118,0.0,0.05,1,0.36564967
2026-06-20 15:56:38.923,0.0,0.05,1,0.36564967
2026-06-20 15:56:39.725,0.0,0.0,1,0.36564961
2026-06-20 15:56:40.526,0.0,0.0,1,0.36564961
2026-06-20 15:56:41.332,0.0,0.0,1,0.36564961
2026-06-20 15:56:42.133,0.0,0.01,1,0.36564967
2026-06-20 15:56:42.935,0.0,0.0,1,0.36564961
2026-06-20 15:56:43.735,0.5,0.0,1,0.36564967
2026-06-20 15:56:44.535,0.0,0.0,1,0.36564967
2026-06-20 15:56:45.339,0.0,0.0,1,0.00000000
2026-06-20 15:56:46.142,0.0,0.0,1,0.00000000
2026-06-20 15:58:21.982,0,0,1,0.00000000
2026-06-20 15:58:22.788,0,0,1,0.00000000
2026-06-20 15:58:23.588,0,0,1,0.00000000
2026-06-20 15:58:24.388,0,0,1,0.00000000
2026-06-20 15:58:25.189,0,0,1,0.00000000
2026-06-20 15:58:25.990,0,0,1,0.00000000
2026-06-20 15:58:26.791,0,0,1,0.00000000
2026-06-20 15:58:27.594,0,0,1,0.00000000
2026-06-20 15:58:28.423,0,0,1,0.00000000
2026-06-20 15:58:29.228,0,0,1,0.00000000
2026-06-20 15:58:30.034,0,0,1,0.00000000
2026-06-20 15:58:30.835,0,0,1,0.00000000
2026-06-20 15:58:31.647,0,0,1,0.00000000
2026-06-20 15:58:32.448,0,0,1,0.00000000
2026-06-20 15:58:33.248,0,0,1,0.00000000
2026-06-20 15:58:34.049,0,0,1,0.00000000
2026-06-20 15:58:34.856,0,0,1,0.00000000
2026-06-20 15:58:35.660,0,0,1,0.00000000
2026-06-20 15:58:36.461,0,0,1,0.00000000
2026-06-20 15:58:37.261,0,0,1,0.00000000
2026-06-20 15:58:38.066,0,0,1,0.00000000
2026-06-20 15:58:38.866,0,0,1,0.00000000
2026-06-20 15:58:39.675,0,0,1,0.00000000
2026-06-20 15:58:40.477,0,0,1,0.00000000
2026-06-20 15:58:41.279,0,0,1,0.00000000
2026-06-20 15:58:42.084,0,0,1,0.00000000
2026-06-20 15:58:42.880,0,0,1,0.00000000
2026-06-20 15:58:43.686,0,0,1,0.00000000
2026-06-20 15:58:44.488,0,0,1,0.00000000
2026-06-20 15:58:45.289,0,0,1,0.00000000
2026-06-20 15:58:46.089,0,0,1,0.00000000
2026-06-20 15:58:46.891,0,0.01,1,0.00000000
2026-06-20 15:58:47.692,0,0.01,1,0.00000000
2026-06-20 15:58:48.493,0,0.0,1,0.00000000
2026-06-20 15:58:49.294,0,0.0,1,0.00000000
2026-06-20 15:58:50.096,0,0.0,1,0.00000000
2026-06-20 15:58:50.896,0,0.0,1,0.00000000
2026-06-20 15:58:51.699,0,0.0,1,0.00000000
2026-06-20 15:58:52.500,0,0.0,1,0.00000000
2026-06-20 15:58:53.301,0,0.0,1,0.00000000
2026-06-20 15:58:54.103,0,0.0,1,0.00000000
2026-06-20 15:58:54.904,0,0.0,1,0.00000000
2026-06-26 21:23:51.958,0,0,1,0.00000000
2026-06-26 21:23:52.760,0,0,1,0.00000000
2026-06-26 21:23:53.560,0,0,1,0.00000000
2026-06-26 21:23:54.361,0,0,1,0.00000000
2026-06-26 21:23:55.163,0,0,1,0.00000000
2026-06-26 21:23:55.966,0,0,1,0.00000000
2026-06-26 21:23:56.775,0,0,1,0.00000000
2026-06-26 21:23:57.576,0,0,1,0.00000000
2026-06-26 21:23:58.376,0,0,1,0.00000000
2026-06-26 21:23:59.177,2.3000000000000003,0,1,0.00000000
2026-06-26 21:23:59.977,0.0,0,1,0.00000000
2026-06-26 21:24:00.780,0.0,0,1,0.00000000
2026-06-26 21:24:01.583,0.0,0,1,0.00000000
2026-06-26 21:24:02.384,0.0,0,1,0.00000000
2026-06-26 21:24:03.187,0.0,0,1,0.00000000
2026-06-26 21:24:03.986,0.0,0,1,0.00000000
2026-06-26 21:24:04.787,0.0,0,1,0.00000000
2026-06-26 21:24:05.593,0.0,0,1,0.00000000
2026-06-26 21:24:06.394,0.0,0,1,0.00000000
2026-06-26 21:24:07.211,0.0,0,1,0.00000000
2026-06-26 21:24:08.012,0.0,0,1,0.00000000
2026-06-26 21:24:08.813,0.0,0.01,1,0.00000000
2026-06-26 21:24:09.617,0.0,0.01,1,0.00000000
2026-06-26 21:24:10.420,0.0,0.0,1,0.00000000
2026-06-26 21:24:11.236,0.0,0.0,1,0.00000000
2026-06-26 21:24:12.044,0.0,0.0,1,0.00000000
2026-06-26 21:24:12.845,0.0,0.0,1,0.00000000
2026-06-26 21:24:13.649,0.0,0.0,1,0.00000000
2026-06-26 21:24:14.451,0.0,0.0,1,0.00000000
2026-06-26 21:24:36.248,0,0,1,0.00000000
2026-06-26 21:24:37.050,0,0,1,0.00000000
2026-06-26 21:24:37.868,0,0,1,0.00000000
2026-06-26 21:24:38.670,0,0,1,0.00000000
2026-06-26 21:24:39.472,0,0,1,0.00000000
2026-06-26 21:24:40.276,0,0,1,0.00000000
2026-06-26 21:24:41.078,0,-0.01999999999999999,1,0.00000000
2026-06-26 21:24:41.878,0,-0.01999999999999999,1,0.00000000
2026-06-26 21:24:42.681,0,-0.01999999999999999,1,0.00000000
2026-06-26 21:24:43.490,0,-0.01999999999999999,1,0.00000000
2026-06-26 21:24:44.291,0,-0.010000000000000009,1,0.49689671
2026-06-26 21:24:45.094,0,-0.010000000000000009,1,0.50334829
2026-06-26 21:24:45.898,0,0.010000000000000009,1,0.49877930
2026-06-26 21:24:46.702,0,0.010000000000000009,1,0.49851039
2026-06-26 21:24:47.503,0,0.020000000000000018,1,0.49851039
2026-06-26 21:24:48.315,0,0.020000000000000018,1,0.49851042
2026-06-26 21:24:49.134,0,0.020000000000000018,1,0.49851039
2026-06-26 21:24:49.936,0,0.020000000000000018,1,0.49851039
2026-06-26 21:24:50.741,0,0.020000000000000018,1,0.49851042
2026-06-26 21:24:51.546,0,-0.010000000000000009,1,0.49851039
2026-06-26 21:24:52.348,0,-0.010000000000000009,1,0.49851039
2026-06-26 21:24:53.148,0,-0.010000000000000009,1,0.49851039
2026-06-26 21:24:53.959,0,-0.010000000000000009,1,0.49851039
2026-06-26 21:24:54.761,0,-0.010000000000000009,1,0.49851039
